# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.023895114660263062e-02 2.369028472900390625e+01 9.432023315429687500e+02 8.978202193975448608e-02 2.369028472900390625e+01 9.432023315429687500e+02
1.000000000000000000e+03 1.021172627806663513e-01 4.725014495849609375e+01 1.686979980468750000e+02 1.000942811369895935e-01 4.725014114379882812e+01 1.686979980468750000e+02
2.000000000000000000e+03 2.625978946685791016e+00 2.001665496826171875e+01 4.961311721801757812e+01 2.634067296981811523e+00 2.001665306091308594e+01 4.961310958862304688e+01
3.000000000000000000e+03 9.603784680366516113e-01 2.630200147628784180e+00 5.683786392211914062e+00 9.562886357307434082e-01 2.630202531814575195e+00 5.683786869049072266e+00
4.000000000000000000e+03 1.092131882905960083e-01 2.038026154041290283e-01 4.780852794647216797e-01 1.008737161755561829e-01 2.038023918867111206e-01 4.780838489532470703e-01
5.000000000000000000e+03 3.433216735720634460e-02 9.752429090440273285e-03 2.284800074994564056e-02 3.060033731162548065e-02 9.752473793923854828e-03 2.284799143671989441e-02
6.000000000000000000e+03 1.368606649339199066e-02 3.690113662742078304e-04 6.070854142308235168e-03 1.167002320289611816e-02 3.690784797072410583e-04 6.070895586162805557e-03
7.000000000000000000e+03 5.289985798299312592e-03 3.393848965060897171e-05 5.341854412108659744e-03 4.267469048500061035e-03 3.394236046005971730e-05 5.341873969882726669e-03
8.000000000000000000e+03 2.207886427640914917e-03 1.336964305664878339e-05 3.351534716784954071e-03 1.666982541792094707e-03 1.336775494564790279e-05 3.351551946252584457e-03
9.000000000000000000e+03 8.913815254345536232e-04 5.463522757054306567e-05 1.761145773343741894e-03 6.436521071009337902e-04 5.461947148432955146e-05 1.761079183779656887e-03
1.000000000000000000e+04 4.060784995090216398e-04 7.825150532880797982e-05 1.029633334837853909e-03 3.057066351175308228e-04 7.825859938748180866e-05 1.029589097015559673e-03
1.100000000000000000e+04 2.035453653661534190e-04 6.358121754601597786e-05 6.479989970102906227e-04 1.595730282133445144e-04 6.361413397826254368e-05 6.480194861069321632e-04
1.200000000000000000e+04 9.113504347624257207e-05 4.366786379250697792e-05 4.017770988866686821e-04 7.025996455922722816e-05 4.368426380096934736e-05 4.017830651719123125e-04
1.300000000000000000e+04 3.841833677142858505e-05 3.147815004922449589e-05 2.657968725543469191e-04 2.850068449333775789e-05 3.147513780277222395e-05 2.658190787769854069e-04
1.400000000000000000e+04 1.963851173059083521e-05 1.841262928792275488e-05 2.084381412714719772e-04 1.483728829043684527e-05 1.842253914219327271e-05 2.084367588395252824e-04
1.500000000000000000e+04 1.314470500801689923e-05 1.409729611623333767e-05 1.822577469283714890e-04 1.051312756317202002e-05 1.410488403053022921e-05 1.822839403757825494e-04
1.600000000000000000e+04 9.960602255887351930e-06 4.966359938407549635e-06 1.767553912941366434e-04 8.103015716187655926e-06 4.960938895237632096e-06 1.767447247402742505e-04
1.700000000000000000e+04 7.315049060707679018e-06 9.919593139784410596e-06 1.466223620809614658e-04 6.104925887484569103e-06 9.919165677274577320e-06 1.466238609282299876e-04
1.800000000000000000e+04 5.769848485215334222e-06 5.383108145906589925e-06 1.350398524664342403e-04 4.776467903866432607e-06 5.381170922191813588e-06 1.350194506812840700e-04
1.900000000000000000e+04 4.776019522978458554e-06 3.885698333760956302e-06 1.283054007217288017e-04 3.964517418353352696e-06 3.885083515342557803e-06 1.283155143028125167e-04
2.000000000000000000e+04 3.698553427966544405e-06 6.710772595397429541e-06 1.005252997856587172e-04 3.122342377537279390e-06 6.703585768264019862e-06 1.005109952529892325e-04
