# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.644963778555393219e-03 3.433121368288993835e-02 1.031392812728881836e-01 6.400000000000000000e+01 4.900000000000000000e+01 7.290000000000000000e+02 3.427816390991210938e+01 4.056234359741210938e+01 2.622798461914062500e+02 9.644963778555393219e-03 3.433121368288993835e-02 1.031392812728881836e-01 6.400000000000000000e+01 4.900000000000000000e+01 7.290000000000000000e+02 3.427816390991210938e+01 4.056234359741210938e+01 2.622798461914062500e+02
1.000000000000000000e+03 6.663685798645019531e+00 2.495346307754516602e+00 2.374187469482421875e+00 2.976751327514648438e+01 1.881255581974983215e-02 2.022845983505249023e+00 3.312173080444335938e+01 7.470328807830810547e+00 9.762556076049804688e+00 6.663685798645019531e+00 2.495346307754516602e+00 2.374187469482421875e+00 2.976751327514648438e+01 1.881255581974983215e-02 2.022845983505249023e+00 3.312173080444335938e+01 7.470328807830810547e+00 9.762556076049804688e+00
2.000000000000000000e+03 9.500190734863281250e+00 1.881031274795532227e+00 1.217749714851379395e+00 1.724493980407714844e+01 3.618177771568298340e-01 1.593633651733398438e+00 3.292987823486328125e+01 1.476758480072021484e+01 4.805294036865234375e+00 9.500190734863281250e+00 1.881031274795532227e+00 1.217749714851379395e+00 1.724493980407714844e+01 3.618177771568298340e-01 1.593633651733398438e+00 3.292987823486328125e+01 1.476758480072021484e+01 4.805294036865234375e+00
3.000000000000000000e+03 9.160190582275390625e+00 1.932570815086364746e+00 1.060046553611755371e+00 1.486163902282714844e+01 3.807561993598937988e-01 1.477551221847534180e+00 3.285503768920898438e+01 1.661894416809082031e+01 3.660300493240356445e+00 9.160190582275390625e+00 1.932570815086364746e+00 1.060046553611755371e+00 1.486163902282714844e+01 3.807561993598937988e-01 1.477551221847534180e+00 3.285503768920898438e+01 1.661894416809082031e+01 3.660300493240356445e+00
4.000000000000000000e+03 8.780077934265136719e+00 2.050204277038574219e+00 9.096678495407104492e-01 1.301568031311035156e+01 3.780358731746673584e-01 1.378360629081726074e+00 3.270503616333007812e+01 1.772465515136718750e+01 2.882463216781616211e+00 8.780077934265136719e+00 2.050204277038574219e+00 9.096678495407104492e-01 1.301568031311035156e+01 3.780358731746673584e-01 1.378360629081726074e+00 3.270503616333007812e+01 1.772465515136718750e+01 2.882463216781616211e+00
5.000000000000000000e+03 8.371860504150390625e+00 2.180714845657348633e+00 7.186746597290039062e-01 1.116814136505126953e+01 3.688008785247802734e-01 1.275794863700866699e+00 3.248879623413085938e+01 1.862556266784667969e+01 2.301322460174560547e+00 8.371860504150390625e+00 2.180714845657348633e+00 7.186746597290039062e-01 1.116814136505126953e+01 3.688008785247802734e-01 1.275794863700866699e+00 3.248879623413085938e+01 1.862556266784667969e+01 2.301322460174560547e+00
6.000000000000000000e+03 7.860594749450683594e+00 2.383766412734985352e+00 5.122799873352050781e-01 9.318490982055664062e+00 3.528046905994415283e-01 1.170230388641357422e+00 3.224064636230468750e+01 1.939084243774414062e+01 1.877326965332031250e+00 7.860594749450683594e+00 2.383766412734985352e+00 5.122799873352050781e-01 9.318490982055664062e+00 3.528046905994415283e-01 1.170230388641357422e+00 3.224064636230468750e+01 1.939084243774414062e+01 1.877326965332031250e+00
7.000000000000000000e+03 7.264340400695800781e+00 2.665854930877685547e+00 3.789065182209014893e-01 7.450559616088867188e+00 3.415698409080505371e-01 1.039210677146911621e+00 3.167442512512207031e+01 1.999077987670898438e+01 1.722476601600646973e+00 7.264340400695800781e+00 2.665854930877685547e+00 3.789065182209014893e-01 7.450559616088867188e+00 3.415698409080505371e-01 1.039210677146911621e+00 3.167442512512207031e+01 1.999077987670898438e+01 1.722476601600646973e+00
8.000000000000000000e+03 6.297895908355712891e+00 3.554198026657104492e+00 3.047433197498321533e-01 6.027872085571289062e+00 3.275125026702880859e-01 8.671867847442626953e-01 2.993424987792968750e+01 1.991659545898437500e+01 2.176351308822631836e+00 6.297895908355712891e+00 3.554198026657104492e+00 3.047433197498321533e-01 6.027872085571289062e+00 3.275125026702880859e-01 8.671867847442626953e-01 2.993424987792968750e+01 1.991659545898437500e+01 2.176351308822631836e+00
9.000000000000000000e+03 9.074556827545166016e-01 1.979802608489990234e+00 4.425775110721588135e-01 1.959270000457763672e+00 3.117180764675140381e-01 7.896751165390014648e-02 6.272570610046386719e+00 5.986736774444580078e+00 1.228397655487060547e+01 9.074556827545166016e-01 1.979802608489990234e+00 4.425775110721588135e-01 1.959270000457763672e+00 3.117180764675140381e-01 7.896751165390014648e-02 6.272570610046386719e+00 5.986736774444580078e+00 1.228397655487060547e+01
1.000000000000000000e+04 3.961846232414245605e-01 9.111208319664001465e-01 3.030294477939605713e-01 9.465509653091430664e-01 1.160756200551986694e-01 4.270886129233986139e-04 2.632444143295288086e+00 2.504111289978027344e+00 8.427305221557617188e+00 3.961846232414245605e-01 9.111208319664001465e-01 3.030294477939605713e-01 9.465509653091430664e-01 1.160756200551986694e-01 4.270886129233986139e-04 2.632444143295288086e+00 2.504111289978027344e+00 8.427305221557617188e+00
1.100000000000000000e+04 2.195367664098739624e-01 4.708539843559265137e-01 2.101144343614578247e-01 4.924942851066589355e-01 4.140615090727806091e-02 1.459909696131944656e-02 1.482403039932250977e+00 1.487338662147521973e+00 5.454492092132568359e+00 2.195367664098739624e-01 4.708539843559265137e-01 2.101144343614578247e-01 4.924942851066589355e-01 4.140615090727806091e-02 1.459909696131944656e-02 1.482403039932250977e+00 1.487338662147521973e+00 5.454492092132568359e+00
