# x, y
1.666666716337203979e-01 9.643259644508361816e-01
3.333333432674407959e-01 9.987257719039916992e-01
5.000000000000000000e-01 9.999092221260070801e-01
6.666666865348815918e-01 9.987257719039916992e-01
8.333333134651184082e-01 9.643259644508361816e-01
9.900989942252635956e-03 1.796465516090393066e-01
1.980197988450527191e-02 3.270202279090881348e-01
2.970297075808048248e-02 4.479181766510009766e-01
3.960395976901054382e-02 5.470978021621704102e-01
4.950495064258575439e-02 6.284600496292114258e-01
5.940594151616096497e-02 6.952059268951416016e-01
6.930693238973617554e-02 7.499611377716064453e-01
7.920791953802108765e-02 7.948797941207885742e-01
8.910891413688659668e-02 8.317286968231201172e-01
9.900990128517150879e-02 8.619580864906311035e-01
1.089108884334564209e-01 8.867568373680114746e-01
1.188118830323219299e-01 9.071004986763000488e-01
1.287128776311874390e-01 9.237896203994750977e-01
1.386138647794723511e-01 9.374805688858032227e-01
1.485148519277572632e-01 9.487118721008300781e-01
1.584158390760421753e-01 9.579256176948547363e-01
1.683168262243270874e-01 9.654840826988220215e-01
1.782178282737731934e-01 9.716847538948059082e-01
1.881188154220581055e-01 9.767714142799377441e-01
1.980198025703430176e-01 9.809443354606628418e-01
2.079207897186279297e-01 9.843675494194030762e-01
2.178217768669128418e-01 9.871758222579956055e-01
2.277227789163589478e-01 9.894796013832092285e-01
2.376237660646438599e-01 9.913694262504577637e-01
2.475247532129287720e-01 9.929198026657104492e-01
2.574257552623748779e-01 9.941916465759277344e-01
2.673267424106597900e-01 9.952349066734313965e-01
2.772277295589447021e-01 9.960907697677612305e-01
2.871287167072296143e-01 9.967928528785705566e-01
2.970297038555145264e-01 9.973687529563903809e-01
3.069306910037994385e-01 9.978411197662353516e-01
3.168316781520843506e-01 9.982286095619201660e-01
3.267326653003692627e-01 9.985463619232177734e-01
3.366336524486541748e-01 9.988069534301757812e-01
3.465346395969390869e-01 9.990205764770507812e-01
3.564356565475463867e-01 9.991956949234008789e-01
3.663366436958312988e-01 9.993391633033752441e-01
3.762376308441162109e-01 9.994566440582275391e-01
3.861386179924011230e-01 9.995527267456054688e-01
3.960396051406860352e-01 9.996312260627746582e-01
4.059405922889709473e-01 9.996951818466186523e-01
4.158415794372558594e-01 9.997472167015075684e-01
4.257425665855407715e-01 9.997892379760742188e-01
4.356435537338256836e-01 9.998230338096618652e-01
4.455445408821105957e-01 9.998497962951660156e-01
4.554455578327178955e-01 9.998707175254821777e-01
4.653465449810028076e-01 9.998865127563476562e-01
4.752475321292877197e-01 9.998978376388549805e-01
4.851485192775726318e-01 9.999051690101623535e-01
4.950495064258575439e-01 9.999087452888488770e-01
5.049505233764648438e-01 9.999087452888488770e-01
5.148515105247497559e-01 9.999051690101623535e-01
5.247524976730346680e-01 9.998978376388549805e-01
5.346534848213195801e-01 9.998865127563476562e-01
5.445544719696044922e-01 9.998707175254821777e-01
5.544554591178894043e-01 9.998497962951660156e-01
5.643564462661743164e-01 9.998230338096618652e-01
5.742574334144592285e-01 9.997892379760742188e-01
5.841584205627441406e-01 9.997472167015075684e-01
5.940594077110290527e-01 9.996951818466186523e-01
6.039603948593139648e-01 9.996312260627746582e-01
6.138613820075988770e-01 9.995527267456054688e-01
6.237623691558837891e-01 9.994566440582275391e-01
6.336633563041687012e-01 9.993391633033752441e-01
6.435643434524536133e-01 9.991956949234008789e-01
6.534653306007385254e-01 9.990205764770507812e-01
6.633663177490234375e-01 9.988069534301757812e-01
6.732673048973083496e-01 9.985463619232177734e-01
6.831682920455932617e-01 9.982286095619201660e-01
6.930692791938781738e-01 9.978411197662353516e-01
7.029703259468078613e-01 9.973687529563903809e-01
7.128713130950927734e-01 9.967928528785705566e-01
7.227723002433776855e-01 9.960907697677612305e-01
7.326732873916625977e-01 9.952349066734313965e-01
7.425742745399475098e-01 9.941916465759277344e-01
7.524752616882324219e-01 9.929198026657104492e-01
7.623762488365173340e-01 9.913694262504577637e-01
7.722772359848022461e-01 9.894796013832092285e-01
7.821782231330871582e-01 9.871758222579956055e-01
7.920792102813720703e-01 9.843675494194030762e-01
8.019801974296569824e-01 9.809443354606628418e-01
8.118811845779418945e-01 9.767714142799377441e-01
8.217821717262268066e-01 9.716847538948059082e-01
8.316831588745117188e-01 9.654840826988220215e-01
8.415841460227966309e-01 9.579256176948547363e-01
8.514851331710815430e-01 9.487118721008300781e-01
8.613861203193664551e-01 9.374805688858032227e-01
8.712871074676513672e-01 9.237896203994750977e-01
8.811880946159362793e-01 9.071005582809448242e-01
8.910890817642211914e-01 8.867568969726562500e-01
9.009901285171508789e-01 8.619580864906311035e-01
9.108911156654357910e-01 8.317286968231201172e-01
9.207921028137207031e-01 7.948795557022094727e-01
9.306930899620056152e-01 7.499608993530273438e-01
9.405940771102905273e-01 6.952056884765625000e-01
9.504950642585754395e-01 6.284600496292114258e-01
9.603960514068603516e-01 5.470978021621704102e-01
9.702970385551452637e-01 4.479181766510009766e-01
9.801980257034301758e-01 3.270202279090881348e-01
9.900990128517150879e-01 1.796465516090393066e-01
