# x, y
-1.000000000000000000e+00 4.858398437500000000e-01 5.378077716500229144e-08
-1.000000000000000000e+00 8.056640625000000000e-02 8.065569545578910038e-08
1.000000000000000000e+00 4.497070312500000000e-01 -5.575956407710691565e-08
-1.000000000000000000e+00 3.041992187500000000e-01 6.449298695088145905e-08
-1.000000000000000000e+00 6.464843750000000000e-01 4.579942114446566848e-08
-1.000000000000000000e+00 8.066406250000000000e-01 3.902159306790053961e-08
-1.000000000000000000e+00 3.784179687500000000e-01 5.987971718468543258e-08
1.000000000000000000e+00 6.303710937500000000e-01 -4.654337715237488737e-08
1.000000000000000000e+00 9.667968750000000000e-01 -3.324681330241219257e-08
1.000000000000000000e+00 9.697265625000000000e-01 -3.314955421274135006e-08
-1.000000000000000000e+00 2.617187500000000000e-01 6.729171531105748727e-08
-1.000000000000000000e+00 8.051757812500000000e-01 3.907880241627026408e-08
1.000000000000000000e+00 8.906250000000000000e-01 -3.587823371731246880e-08
1.000000000000000000e+00 7.119140625000000000e-01 -4.289871213813967188e-08
-1.000000000000000000e+00 1.235351562500000000e-01 7.726342943215058767e-08
1.000000000000000000e+00 5.815429687500000000e-01 -4.887240123707670136e-08
1.000000000000000000e+00 8.891601562500000000e-01 -3.593082809061343141e-08
-1.000000000000000000e+00 2.656250000000000000e-01 6.702936872216014308e-08
1.000000000000000000e+00 3.554687500000000000e-01 -6.126980167664441979e-08
-1.000000000000000000e+00 3.188476562500000000e-01 6.355515580480641802e-08
-1.000000000000000000e+00 3.076171875000000000e-01 6.427293897104391363e-08
1.000000000000000000e+00 3.911132812500000000e-01 -5.912432854415783368e-08
-1.000000000000000000e+00 2.329101562500000000e-01 6.925849049821408698e-08
1.000000000000000000e+00 4.003906250000000000e-02 -8.399160122962712194e-08
-1.000000000000000000e+00 5.737304687500000000e-01 4.925571417402352381e-08
-1.000000000000000000e+00 3.447265625000000000e-01 6.193151591560308589e-08
-1.000000000000000000e+00 1.406250000000000000e-01 7.595422601980317268e-08
-1.000000000000000000e+00 9.106445312500000000e-01 3.516710833650904533e-08
-1.000000000000000000e+00 5.625000000000000000e-01 4.981199808185010625e-08
1.000000000000000000e+00 4.916992187500000000e-01 -5.346657516724917514e-08
1.000000000000000000e+00 6.088867187500000000e-01 -4.755415616841673909e-08
-1.000000000000000000e+00 2.890625000000000000e-01 6.547663389255831135e-08
1.000000000000000000e+00 3.227539062500000000e-01 -6.330738244741951348e-08
-1.000000000000000000e+00 3.032226562500000000e-01 6.455600498611602234e-08
-1.000000000000000000e+00 1.210937500000000000e-01 7.745229169131562230e-08
1.000000000000000000e+00 7.934570312500000000e-01 -3.953944727186353703e-08
-1.000000000000000000e+00 6.596679687500000000e-01 4.519958451965067070e-08
-1.000000000000000000e+00 7.353515625000000000e-01 4.190496483147398976e-08
-1.000000000000000000e+00 8.627929687500000000e-01 3.689082461733050877e-08
-1.000000000000000000e+00 3.115234375000000000e-01 6.402235186442339909e-08
1.000000000000000000e+00 2.216796875000000000e-01 -7.004067015259352047e-08
1.000000000000000000e+00 7.309570312500000000e-01 -4.208952475437399698e-08
-1.000000000000000000e+00 3.930664062500000000e-01 5.900896837829350261e-08
1.000000000000000000e+00 2.783203125000000000e-01 -6.618378733946883585e-08
1.000000000000000000e+00 5.698242187500000000e-01 -4.944849507637627539e-08
1.000000000000000000e+00 7.275390625000000000e-02 -8.128828454800895997e-08
1.000000000000000000e+00 2.441406250000000000e-01 -6.848503630862978753e-08
1.000000000000000000e+00 1.074218750000000000e-01 -7.851847527717836783e-08
1.000000000000000000e+00 4.912109375000000000e-01 -5.349268761278835882e-08
1.000000000000000000e+00 7.333984375000000000e-01 -4.198688685619345051e-08
-1.000000000000000000e+00 2.963867187500000000e-01 6.499881521904171677e-08
-1.000000000000000000e+00 5.395507812500000000e-01 5.096836019902184489e-08
