# x, y
-1.000000000000000000e+02 1.856545066833496094e+01
-9.591836547851562500e+01 1.753089141845703125e+01
-9.183673095703125000e+01 1.661974906921386719e+01
-8.775510406494140625e+01 1.581394100189208984e+01
-8.367346954345703125e+01 1.509877109527587891e+01
-7.959183502197265625e+01 1.446218013763427734e+01
-7.551020050048828125e+01 1.389419937133789062e+01
-7.142857360839843750e+01 1.338652992248535156e+01
-6.734693908691406250e+01 1.293222427368164062e+01
-6.326530456542968750e+01 1.252543354034423828e+01
-5.918367385864257812e+01 1.216121482849121094e+01
-5.510203933715820312e+01 1.183536529541015625e+01
-5.102040863037109375e+01 1.154431343078613281e+01
-4.693877410888671875e+01 1.128500938415527344e+01
-4.285714340209960938e+01 1.105485153198242188e+01
-3.877550888061523438e+01 1.085161399841308594e+01
-3.469387817382812500e+01 1.067340469360351562e+01
-3.061224555969238281e+01 1.051861286163330078e+01
-2.653061294555664062e+01 1.038588142395019531e+01
-2.244898033142089844e+01 1.027407455444335938e+01
-1.836734771728515625e+01 1.018225669860839844e+01
-1.428571414947509766e+01 1.010967159271240234e+01
-1.020408153533935547e+01 1.005573368072509766e+01
-6.122448921203613281e+00 1.002001190185546875e+01
-2.040816307067871094e+00 1.000222110748291016e+01
2.040816307067871094e+00 1.000222110748291016e+01
6.122448921203613281e+00 1.002001190185546875e+01
1.020408153533935547e+01 1.005573368072509766e+01
1.428571414947509766e+01 1.010967159271240234e+01
1.836734771728515625e+01 1.018225669860839844e+01
2.244898033142089844e+01 1.027407455444335938e+01
2.653061294555664062e+01 1.038588142395019531e+01
3.061224555969238281e+01 1.051861286163330078e+01
3.469387817382812500e+01 1.067340469360351562e+01
3.877550888061523438e+01 1.085161399841308594e+01
4.285714340209960938e+01 1.105485153198242188e+01
4.693877410888671875e+01 1.128500938415527344e+01
5.102040863037109375e+01 1.154431343078613281e+01
5.510203933715820312e+01 1.183536529541015625e+01
5.918367385864257812e+01 1.216121482849121094e+01
6.326530456542968750e+01 1.252543354034423828e+01
6.734693908691406250e+01 1.293222427368164062e+01
7.142857360839843750e+01 1.338652992248535156e+01
7.551020050048828125e+01 1.389419937133789062e+01
7.959183502197265625e+01 1.446218013763427734e+01
8.367346954345703125e+01 1.509877109527587891e+01
8.775510406494140625e+01 1.581394100189208984e+01
9.183673095703125000e+01 1.661974906921386719e+01
9.591836547851562500e+01 1.753089141845703125e+01
1.000000000000000000e+02 1.856545066833496094e+01
