# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 5.015059113502502441e-01 2.313635125756263733e-02 0.000000000000000000e+00 1.000000000000000000e+00 5.141633152961730957e-01 1.889348216354846954e-02 0.000000000000000000e+00 1.000000000000000000e+00 1.314600706100463867e+00
1.000000000000000000e+03 8.494270034134387970e-03 7.271045818924903870e-03 4.147729626424734306e-08 3.200363426003605127e-04 9.359815157949924469e-03 6.758922245353460312e-03 4.146819421180225618e-08 3.200427163392305374e-04 7.730806469917297363e-01
2.000000000000000000e+03 4.147042520344257355e-03 3.512857714667916298e-03 1.511971277068369091e-06 7.874891889514401555e-05 4.642608575522899628e-03 3.429484320804476738e-03 1.511920913799258415e-06 7.874891889514401555e-05 5.136418342590332031e-01
3.000000000000000000e+03 1.510502770543098450e-03 2.100457437336444855e-03 4.149133303599228384e-08 3.197757177986204624e-05 1.810682355426251888e-03 1.901073730550706387e-03 4.147198495729753631e-08 3.197622208972461522e-05 3.190512061119079590e-01
4.000000000000000000e+03 2.778055786620825529e-04 3.250805602874606848e-04 1.127265363720653113e-06 2.418104486423544586e-06 3.176475001964718103e-04 2.423277474008500576e-04 1.127053792515653186e-06 2.418660642433678731e-06 1.043411865830421448e-01
5.000000000000000000e+03 1.408354146406054497e-04 1.273510861210525036e-04 2.548687518810766051e-07 3.988816956734808628e-07 1.400243781972676516e-04 1.078103305189870298e-04 2.547613462411391083e-07 3.988816956734808628e-07 5.432420969009399414e-02
6.000000000000000000e+03 8.141687430907040834e-05 6.810836930526420474e-05 5.857031624145747628e-07 1.449285775834141532e-07 7.958768401294946671e-05 6.105581996962428093e-05 5.856067559761868324e-07 1.451555817766347900e-07 3.386835753917694092e-02
7.000000000000000000e+03 2.204396296292543411e-04 6.263813702389597893e-04 1.333634941147465724e-06 8.782090299064293504e-05 1.856805902207270265e-04 6.462727324105799198e-04 1.333804334535670932e-06 8.781866927165538073e-05 3.531163185834884644e-02
8.000000000000000000e+03 2.545950883359182626e-05 2.595620935608167201e-05 1.878072275474096386e-08 2.451773539746682218e-08 2.499876245565246791e-05 2.299890184076502919e-05 1.879439714969066699e-08 2.448041769298470172e-08 1.479227747768163681e-02
9.000000000000000000e+03 2.112419133482035249e-05 3.489055598038248718e-05 6.401921268661681097e-07 1.823909769882448018e-06 2.423954538244288415e-05 3.101207767031155527e-05 6.400218808266799897e-07 1.823909769882448018e-06 1.057083718478679657e-02
1.000000000000000000e+04 3.099067253060638905e-04 2.235122374258935452e-04 9.519532613921910524e-05 2.863862619051360525e-06 3.262070531491190195e-04 2.060039550997316837e-04 9.519616287434473634e-05 2.863055669877212495e-06 2.090162970125675201e-02
1.100000000000000000e+04 6.089562248234869912e-06 8.252421139332000166e-06 9.920817500841394576e-10 1.478017708222978399e-09 7.349299721681745723e-06 7.893411748227663338e-06 9.820019242212651989e-10 1.482604261582309846e-09 5.058316979557275772e-03
1.200000000000000000e+04 2.269283868372440338e-05 3.089944948442280293e-05 5.376211447583045810e-06 2.025611365752411075e-06 2.735686939558945596e-05 2.755687455646693707e-05 5.376053650252288207e-06 2.025950607276172377e-06 6.609770469367504120e-03
1.300000000000000000e+04 9.910906555887777358e-06 9.842810868576634675e-06 2.103949555021245033e-06 3.218485744582721964e-07 1.282702851312933490e-05 8.996192264021374285e-06 2.103915676343603991e-06 3.218485744582721964e-07 4.416581708937883377e-03
1.400000000000000000e+04 2.714407673920504749e-05 3.545538856997154653e-05 5.480996605911059305e-06 8.705843583811656572e-07 2.857333493011537939e-05 3.241317972424440086e-05 5.481003427121322602e-06 8.708068435225868598e-07 6.714482791721820831e-03
1.500000000000000000e+04 1.689410964900162071e-06 1.779197418727562763e-06 4.460405378381437913e-08 7.258336154336575419e-10 2.669858758963528089e-06 2.185676748922560364e-06 4.466642877787307953e-08 7.098641674474492902e-10 2.229891484603285789e-03
1.600000000000000000e+04 1.192625290968862828e-06 1.130992245634843130e-06 1.219857548306890749e-09 2.825260025929310359e-10 1.942408516697469167e-06 1.569533196743577719e-06 1.225833656803843041e-09 2.865476744773332030e-10 1.970248296856880188e-03
1.700000000000000000e+04 1.406088131261640228e-06 9.891095942293759435e-07 2.393740601291938219e-07 5.255073176613223040e-08 2.116900532200816087e-06 1.262053842765453737e-06 2.393560407654149458e-07 5.249609102975227870e-08 1.836039242334663868e-03
1.800000000000000000e+04 2.874424098990857601e-04 3.374034713488072157e-04 8.054502541199326515e-05 4.545296542346477509e-05 2.926792949438095093e-04 3.400706336833536625e-04 8.054333738982677460e-05 4.545457341009750962e-05 2.058172784745693207e-02
1.900000000000000000e+04 1.537008074592449702e-06 9.442061355002806522e-07 4.482930364702042425e-07 8.599840839451644570e-10 2.182471689593512565e-06 1.257673375221202150e-06 4.481932762701035244e-07 8.740244084037840366e-10 1.650824095122516155e-03
2.000000000000000000e+04 1.884354333014925942e-06 1.527339691165252589e-06 7.778003237035591155e-07 8.488336789014283568e-08 2.591760448922286741e-06 1.955812649612198584e-06 7.778808139846660197e-07 8.477920232508040499e-08 2.257987391203641891e-03
