# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 5.845687352120876312e-03 2.771956026554107666e-01 5.449983477592468262e-01 5.686393007636070251e-03 2.771956026554107666e-01 5.449983477592468262e-01
1.000000000000000000e+03 2.390049956738948822e-02 1.443741768598556519e-01 1.707323789596557617e-01 4.692991729825735092e-03 1.443741768598556519e-01 1.707323789596557617e-01
2.000000000000000000e+03 2.376064285635948181e-02 1.139012649655342102e-01 1.709479540586471558e-01 2.929752692580223083e-03 1.139012649655342102e-01 1.709479540586471558e-01
3.000000000000000000e+03 2.324399910867214203e-02 1.022315695881843567e-01 1.711554527282714844e-01 1.917463028803467751e-03 1.022315695881843567e-01 1.711554527282714844e-01
4.000000000000000000e+03 2.350590564310550690e-02 9.667918831110000610e-02 1.706134974956512451e-01 1.570376101881265640e-03 9.667918831110000610e-02 1.706134974956512451e-01
5.000000000000000000e+03 2.139585465192794800e-02 9.551254659891128540e-02 1.719545423984527588e-01 1.352557912468910217e-03 9.551254659891128540e-02 1.719545423984527588e-01
6.000000000000000000e+03 2.321822755038738251e-02 9.167209267616271973e-02 1.705459803342819214e-01 8.940299740061163902e-04 9.167209267616271973e-02 1.705459803342819214e-01
7.000000000000000000e+03 2.360428124666213989e-02 9.005502611398696899e-02 1.702520698308944702e-01 7.208444876596331596e-04 9.005502611398696899e-02 1.702520698308944702e-01
8.000000000000000000e+03 2.288114652037620544e-02 8.913530409336090088e-02 1.705563217401504517e-01 6.357591482810676098e-04 8.913530409336090088e-02 1.705563217401504517e-01
9.000000000000000000e+03 2.252952195703983307e-02 8.830560743808746338e-02 1.707317680120468140e-01 5.817031487822532654e-04 8.830560743808746338e-02 1.707317680120468140e-01
1.000000000000000000e+04 2.286960370838642120e-02 8.754026889801025391e-02 1.703127622604370117e-01 5.806690314784646034e-04 8.754026889801025391e-02 1.703127622604370117e-01
1.100000000000000000e+04 2.272851020097732544e-02 8.678761869668960571e-02 1.704215407371520996e-01 5.214238190092146397e-04 8.678761869668960571e-02 1.704215407371520996e-01
1.200000000000000000e+04 2.339199744164943695e-02 8.611950278282165527e-02 1.700221151113510132e-01 5.913687637075781822e-04 8.611950278282165527e-02 1.700221151113510132e-01
1.300000000000000000e+04 2.240798063576221466e-02 8.588377386331558228e-02 1.704562604427337646e-01 4.661953425966203213e-04 8.588377386331558228e-02 1.704562604427337646e-01
1.400000000000000000e+04 3.698101639747619629e-02 8.562289923429489136e-02 1.706017851829528809e-01 1.324519887566566467e-02 8.562289923429489136e-02 1.706017851829528809e-01
1.500000000000000000e+04 2.659544907510280609e-02 8.544409275054931641e-02 1.710017919540405273e-01 5.566250532865524292e-03 8.544409275054931641e-02 1.710017919540405273e-01
1.600000000000000000e+04 2.249226532876491547e-02 8.474167436361312866e-02 1.705489158630371094e-01 9.119044989347457886e-04 8.474167436361312866e-02 1.705489158630371094e-01
1.700000000000000000e+04 2.188878506422042847e-02 8.378246426582336426e-02 1.725558191537857056e-01 3.904308541677892208e-04 8.378246426582336426e-02 1.725558191537857056e-01
1.800000000000000000e+04 2.217757515609264374e-02 8.418734371662139893e-02 1.703133583068847656e-01 3.184215456712990999e-04 8.418734371662139893e-02 1.703133583068847656e-01
1.900000000000000000e+04 2.267917059361934662e-02 8.348985761404037476e-02 1.701906919479370117e-01 3.111539408564567566e-04 8.348985761404037476e-02 1.701906919479370117e-01
2.000000000000000000e+04 2.204304002225399017e-02 8.361450582742691040e-02 1.703380793333053589e-01 2.899129758588969707e-04 8.361450582742691040e-02 1.703380793333053589e-01
