# x, y
1.000000000000000000e+00 0.000000000000000000e+00 5.556640625000000000e-01 -8.742277657347585773e-08
-1.000000000000000000e+00 0.000000000000000000e+00 8.461914062500000000e-01 8.742277657347585773e-08
0.000000000000000000e+00 1.000000000000000000e+00 2.343750000000000000e-01 0.000000000000000000e+00
0.000000000000000000e+00 -1.000000000000000000e+00 2.011718750000000000e-01 0.000000000000000000e+00
5.000000000000000000e-01 -1.000000000000000000e+00 1.074218750000000000e-02 1.000000000000000000e+00
-5.000000000000000000e-01 1.000000000000000000e+00 8.032226562500000000e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 -5.000000000000000000e-01 3.671875000000000000e-01 8.742277657347585773e-08
1.000000000000000000e+00 5.000000000000000000e-01 7.377929687500000000e-01 -8.742277657347585773e-08
1.000000000000000000e+00 -5.000000000000000000e-01 9.082031250000000000e-02 -8.742277657347585773e-08
-1.000000000000000000e+00 5.000000000000000000e-01 9.360351562500000000e-01 8.742277657347585773e-08
5.000000000000000000e-01 1.000000000000000000e+00 5.683593750000000000e-01 1.000000000000000000e+00
-5.000000000000000000e-01 -1.000000000000000000e+00 7.690429687500000000e-01 -1.000000000000000000e+00
-2.500000000000000000e-01 -1.000000000000000000e+00 1.049804687500000000e-01 -7.071067690849304199e-01
2.500000000000000000e-01 1.000000000000000000e+00 6.640625000000000000e-02 7.071067690849304199e-01
-1.000000000000000000e+00 2.500000000000000000e-01 9.414062500000000000e-01 8.742277657347585773e-08
1.000000000000000000e+00 -2.500000000000000000e-01 8.110351562500000000e-01 -8.742277657347585773e-08
1.000000000000000000e+00 7.500000000000000000e-01 2.026367187500000000e-01 -8.742277657347585773e-08
-1.000000000000000000e+00 -7.500000000000000000e-01 5.415039062500000000e-01 8.742277657347585773e-08
-7.500000000000000000e-01 1.000000000000000000e+00 5.463867187500000000e-01 -7.071067690849304199e-01
7.500000000000000000e-01 -1.000000000000000000e+00 1.660156250000000000e-01 7.071067690849304199e-01
2.500000000000000000e-01 -1.000000000000000000e+00 3.789062500000000000e-01 7.071067690849304199e-01
-2.500000000000000000e-01 1.000000000000000000e+00 8.090820312500000000e-01 -7.071067690849304199e-01
-1.000000000000000000e+00 -2.500000000000000000e-01 5.468750000000000000e-02 8.742277657347585773e-08
1.000000000000000000e+00 2.500000000000000000e-01 6.713867187500000000e-01 -8.742277657347585773e-08
1.000000000000000000e+00 -7.500000000000000000e-01 6.479492187500000000e-01 -8.742277657347585773e-08
-1.000000000000000000e+00 7.500000000000000000e-01 4.394531250000000000e-02 8.742277657347585773e-08
7.500000000000000000e-01 1.000000000000000000e+00 1.313476562500000000e-01 7.071067690849304199e-01
-7.500000000000000000e-01 -1.000000000000000000e+00 2.929687500000000000e-03 -7.071067690849304199e-01
-6.250000000000000000e-01 -1.000000000000000000e+00 7.583007812500000000e-01 -9.238795042037963867e-01
6.250000000000000000e-01 1.000000000000000000e+00 8.076171875000000000e-01 9.238795042037963867e-01
-1.000000000000000000e+00 6.250000000000000000e-01 9.130859375000000000e-02 8.742277657347585773e-08
1.000000000000000000e+00 -6.250000000000000000e-01 7.436523437500000000e-01 -8.742277657347585773e-08
1.000000000000000000e+00 3.750000000000000000e-01 5.512695312500000000e-01 -8.742277657347585773e-08
-1.000000000000000000e+00 -3.750000000000000000e-01 6.152343750000000000e-02 8.742277657347585773e-08
-3.750000000000000000e-01 1.000000000000000000e+00 4.814453125000000000e-01 -9.238795042037963867e-01
3.750000000000000000e-01 -1.000000000000000000e+00 4.492187500000000000e-01 9.238795042037963867e-01
8.750000000000000000e-01 -1.000000000000000000e+00 9.458007812500000000e-01 3.826832771301269531e-01
-8.750000000000000000e-01 1.000000000000000000e+00 1.215820312500000000e-01 -3.826832771301269531e-01
-1.000000000000000000e+00 -8.750000000000000000e-01 2.216796875000000000e-01 8.742277657347585773e-08
1.000000000000000000e+00 8.750000000000000000e-01 7.373046875000000000e-02 -8.742277657347585773e-08
1.000000000000000000e+00 -1.250000000000000000e-01 2.031250000000000000e-01 -8.742277657347585773e-08
-1.000000000000000000e+00 1.250000000000000000e-01 3.906250000000000000e-01 8.742277657347585773e-08
1.250000000000000000e-01 1.000000000000000000e+00 2.490234375000000000e-02 3.826834559440612793e-01
-1.250000000000000000e-01 -1.000000000000000000e+00 2.641601562500000000e-01 -3.826834559440612793e-01
-3.750000000000000000e-01 -1.000000000000000000e+00 9.511718750000000000e-01 -9.238795042037963867e-01
3.750000000000000000e-01 1.000000000000000000e+00 3.618164062500000000e-01 9.238795042037963867e-01
-1.000000000000000000e+00 3.750000000000000000e-01 9.404296875000000000e-01 8.742277657347585773e-08
1.000000000000000000e+00 -3.750000000000000000e-01 3.911132812500000000e-01 -8.742277657347585773e-08
1.000000000000000000e+00 6.250000000000000000e-01 5.166015625000000000e-01 -8.742277657347585773e-08
-1.000000000000000000e+00 -6.250000000000000000e-01 4.702148437500000000e-01 8.742277657347585773e-08
